角色名,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21
孙美天,,,,,,,,,,,,,,,,,,,0.132250403,0.04824828,0.023949525
铃瑚,,,,,,,,,,,,0.050113276,0.049592302,0.042409842,0.035759019,0.034975221,0.027613187,0.030307859,0.024827323,0.022061133,0.023081543
Reisen（铃仙二号）,,,,,0.005062479,0.006026275,0.011049639,0.013552975,0.011661443,0.012446738,0.015028154,0.015083668,0.01650433,0.016386819,0.018596044,0.023916053,0.026438526,0.02414299,0.026934942,0.022922302,0.022249335
北白河千百合,,0.018435607,0.012760484,0.011796216,0.010473614,0.01058254,0.011813088,0.008110927,0.007710465,0.010098505,0.013751322,0.012518163,0.015737653,0.014915475,0.014178355,0.016576714,0.016244274,0.0145303,0.015222911,0.013682462,0.021451017
易者,,,,,,,,,,,0.015717323,0.080430605,0.167936279,0.163565132,0.128739238,0.07718545,0.046930983,0.053060731,0.037852521,0.033504554,0.020663997
坂田合欢,,,,,,,,,,,,,,0.026572032,0.026398935,0.015160209,0.016909568,0.01293139,0.011968659,0.009829995,0.019882625
萨丽爱尔,,,,0.001310691,0.002175611,0.000977442,0.006097406,0.007537331,0.006729559,0.010638708,0.01312092,0.013768105,0.017357872,0.017177391,0.020706153,0.020986738,0.017599118,0.021522096,0.022135466,0.021217693,0.019120081
矢田寺成美,,,,,,,,,,,,,,0.117689946,0.055963034,0.038077085,0.024265924,0.025994648,0.02296268,0.02043251,0.018361303
九十九八桥,,,,,,,,,,0.021393175,0.026268551,0.023652016,0.036570121,0.032883439,0.032351249,0.021957826,0.025340097,0.020717147,0.01980398,0.019006514,0.017645829
戎璎花,,,,,,,,,,,,,,,,0.020019663,0.011576817,0.017695152,0.014633214,0.017035956,0.016932239
山城高岭,,,,,,,,,,,,,,,,,0.03122033,0.028019385,0.017125775,0.018317579,0.016250657
爱莲,0.03125,0.003950487,0.003498842,0.002393435,0.000376548,0.003571126,0.002992717,0.004792605,0.005412567,0.005446137,0.00970713,0.008271487,0.012738926,0.013615421,0.015667844,0.01394033,0.012661386,0.009376425,0.012937836,0.011225596,0.015570957
玉造魅须丸,,,,,,,,,,,,,,,,,0.0525548,0.026991907,0.016478746,0.01472093,0.014911969
艾丽,,,0.001852328,0.000968771,0.008019078,0.007303877,0.009583819,0.010585447,0.011028349,0.011195449,0.011886827,0.013140009,0.012210183,0.010062236,0.009501134,0.010256616,0.00963291,0.008961588,0.009222201,0.014199163,0.014292519
依莉斯,,,,,,0.00027707,0.000819434,0.00299123,0.003106852,0.004475975,0.006512378,0.006962174,0.00965711,0.011472091,0.013456179,0.013374531,0.011060521,0.010211595,0.013459281,0.00819124,0.013678719
琪斯美,,,,,,0.02406662,0.021519058,0.020265466,0.021275099,0.018554348,0.022090799,0.027901817,0.021406531,0.021600207,0.021789418,0.019096728,0.015000312,0.01993967,0.018430752,0.017648906,0.01307998
驹草山如,,,,,,,,,,,,,,,,,0.014383528,0.012436882,0.051483797,0.015845516,0.012490656
舞,0.003676471,,0.004785181,0.001766583,0.00598293,0.005533706,0.008906895,0.012756577,0.009887215,0.011763214,0.012501202,0.011333844,0.014464893,0.01304006,0.01213595,0.014546257,0.010571945,0.010637421,0.007963635,0.01267692,0.011967231
矜羯罗,,,,,4.18E-05,0.001947187,0.002122386,0.0035032,0.004709128,0.005804435,0.00921563,0.009243317,0.011171581,0.010997747,0.011481477,0.012291086,0.012117369,0.011958857,0.011024052,0.008953629,0.011445689
魂魄妖忌,,,,0.008490996,0.009497378,0.009697455,0.012612163,0.009954966,0.008245859,0.00695099,0.008334135,0.00875584,0.011685217,0.009144293,0.008637907,0.011255793,0.018295599,0.016348991,0.014046248,0.012188079,0.010933561
雪,,,0.004322099,,0.004671985,0.005095012,0.007100068,0.009338706,0.005799458,0.009056683,0.011288479,0.009749543,0.010661722,0.011968395,0.012796064,0.009759034,0.0100903,0.008167627,0.006224576,0.00854584,0.010436495
留琴,,,,0.000341919,0.000934397,0.000877389,0.002320882,0.001223039,0.001961811,0.001984422,0.004829524,0.004290424,0.005529139,0.005880984,0.007819817,0.008803997,0.007865721,0.00742037,0.006549455,0.005876215,0.009954492
蓬莱人形碟面的少女（Label子）,,,,,,,,,,,,,,0.008261486,0.010381287,0.00927349,0.006753432,0.006711575,0.007221054,0.011704305,0.009487552
牛崎润美,,,,,,,,,,,,,,,,0.022936939,0.01562056,0.013961615,0.012449152,0.010280843,0.009033791
小兔姬,0.077205882,0.001580195,0.002778492,0.004330978,0.003626018,0.003270967,0.004168427,0.005133918,0.00382983,0.006554106,0.008772211,0.007371529,0.013278999,0.009601068,0.010872141,0.007608194,0.00709994,0.013431392,0.011493625,0.009386746,0.008581913
奥莲姬,,,,5.70E-05,0.000808881,0.001231423,0.00161851,0.002431856,0.001641356,0.002965609,0.004375421,0.001993657,0.002001669,0.005371503,0.006347254,0.004414037,0.003517052,0.002796719,0.002757378,0.003647306,0.008160161
明罗,,,0.000360175,0.00017096,0.001980364,0.003902071,0.005262703,0.00659398,0.005033491,0.003153027,0.006213204,0.005331,0.006171184,0.007488482,0.008214757,0.005790414,0.005849047,0.006033,0.008790849,0.015270559,0.007742174
尘塚姥芽,,,,,,,,,,,,,,,,,,,,,0.007333601
里香,0.009191176,,,0.002051516,0.000209193,0.002108812,0.001934069,0.001782413,0.002712145,0.006173758,0.007511406,0.006577817,0.008765801,0.008691909,0.00994121,0.007218956,0.00643811,0.007054984,0.005905157,0.006815902,0.006957036
朝仓理香子,0.025735294,0.001316829,0.001337793,0.003077274,0.003932835,0.001793259,0.003257379,0.003232994,0.003567995,0.003538886,0.004156383,0.003215474,0.003946688,0.00466438,0.004885975,0.003940531,0.004816455,0.005733548,0.005607579,0.004754161,0.006595534
抗抑郁药大叔（长相酷似周杰伦的村民）,,,,,,,,,,,,,0.038556683,0.023923613,0.016587491,0.018181818,0.019754395,0.018423178,0.017778263,0.01074942,0.006260391
幽幻魔眼,,,,,,0.000592622,0.001333489,0.00278739,0.001801584,0.004200361,0.005342394,0.005062263,0.005211894,0.005129939,0.00706943,0.004666841,0.00436946,0.00443409,0.004015944,0.005579871,0.005936545
云山,,,,,,,0.019717321,0.018321877,0.013013608,0.013907493,0.014387067,0.011902567,0.013868169,0.012499835,0.0090667,0.012832808,0.013226193,0.011065995,0.008370417,0.007839174,0.005616465
玄爷,0.012867647,0.004740585,0.003138667,0.000626852,0.002831083,0.002485935,0.0017712,0.001099787,0.001383429,0.002441942,0.002697909,0.002849866,0.002462431,0.003034921,0.002668668,0.002680524,0.00504515,0.003771999,0.004862268,0.005288593,0.005303916
神玉,,,,,6.97E-05,0.000346338,0.000341007,0.001351031,0.000945734,0.001708808,0.001415734,0.001262441,0.003716307,0.004888376,0.005145507,0.003707791,0.003721491,0.003986286,0.003426247,0.00429065,0.004998899
飞碟（红、蓝、绿、其他）,,,,,,,0.006580923,0.005849727,0.002903637,0.003340444,0.004599801,0.004540412,0.004411226,0.00617086,0.004637727,0.006444493,0.007460308,0.005192336,0.005348221,0.005009979,0.004437817
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
蓬莱人形封面的少女（夹克子）1,,,,,,,,,,,,,0.018215191,,,,,,,,
蓬莱人形碟面的少女（Label子）1,,,,,,,,,,,,,0.007938696,,,,,,,,
